2025-05-24 21:08:53 | INFO     | config.logging_config:setup_logging:40 | 📝 Sistema de logging configurado
2025-05-24 21:08:53 | INFO     | __main__:test_environment:21 | 🚀 Testando ambiente GEDIE...
2025-05-24 21:08:53 | INFO     | __main__:test_environment:26 | ✅ python-telegram-bot: OK
2025-05-24 21:15:19 | INFO     | config.logging_config:setup_logging:40 | 📝 Sistema de logging configurado
2025-05-24 21:15:19 | INFO     | __main__:test_environment:21 | 🚀 Testando ambiente GEDIE...
2025-05-24 21:15:19 | INFO     | __main__:test_environment:26 | ✅ python-telegram-bot: OK
2025-05-24 21:15:20 | INFO     | __main__:test_environment:33 | ✅ SQLAlchemy: OK
2025-05-24 21:15:20 | INFO     | __main__:test_environment:40 | ✅ PyMySQL: OK
2025-05-24 21:15:20 | INFO     | __main__:test_environment:48 | ✅ Bot Token: Configurado
2025-05-24 21:15:20 | INFO     | __main__:test_environment:53 | ✅ MySQL Host: localhost
2025-05-24 21:15:20 | INFO     | __main__:test_environment:55 | 🎉 Ambiente configurado com sucesso!
2025-05-24 21:15:20 | INFO     | __main__:main:61 | 🤖 GEDIE pronto para desenvolvimento!
2025-05-24 21:38:35 | INFO     | config.logging_config:setup_logging:40 | 📝 Sistema de logging configurado
2025-05-24 21:38:35 | INFO     | __main__:test_database:23 | 🗄️ Testando configuração do banco de dados...
2025-05-24 21:38:35 | INFO     | config.database_config:test_connection:54 | ✅ Conexão com MySQL estabelecida com sucesso!
2025-05-24 21:38:35 | INFO     | __main__:test_database:31 | 📋 Criando tabelas...
2025-05-24 21:38:35 | INFO     | config.database_config:create_tables:64 | ✅ Tabelas criadas com sucesso!
2025-05-24 21:38:35 | INFO     | __main__:test_database:37 | 🧪 Testando operações CRUD...
2025-05-24 21:38:35 | INFO     | __main__:test_database:43 | 👤 Criando usuário de teste...
2025-05-24 21:38:35 | INFO     | __main__:test_database:49 | ✅ Usuário criado: ID 1
2025-05-24 21:38:35 | INFO     | __main__:test_database:52 | 🏷️ Criando categorias padrão...
2025-05-24 21:38:35 | INFO     | models.category_model:create_default_categories:60 | ✅ 8 categorias padrão criadas para usuário 1
2025-05-24 21:38:35 | INFO     | __main__:test_database:58 | ✅ 8 categorias criadas
2025-05-24 21:38:35 | INFO     | __main__:test_database:61 | 💰 Criando gasto de teste...
2025-05-24 21:38:35 | INFO     | __main__:test_database:73 | ✅ Gasto criado: R$ 25,50
2025-05-24 21:38:35 | INFO     | __main__:test_database:76 | 🔍 Testando consultas...
2025-05-24 21:38:35 | INFO     | __main__:test_database:82 | ✅ Usuário encontrado: Usuário Teste
2025-05-24 21:38:35 | INFO     | __main__:test_database:83 | ✅ Categorias do usuário: 8
2025-05-24 21:38:35 | INFO     | __main__:test_database:84 | ✅ Gastos de hoje: 1
2025-05-24 21:38:35 | INFO     | __main__:test_database:85 | ✅ Total do mês: R$ 25.50
